City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
480,Bontang,ID,0.13,117.5,78.6,79,89,2.26,overcast clouds
481,Fairbanks,US,64.84,-147.72,1.99,84,75,2.37,light shower snow
482,Port Lincoln,AU,-34.73,135.87,71.35,51,100,6.22,light rain
483,Qasigiannguit,GL,68.82,-51.19,24.8,62,75,11.41,broken clouds
484,Independence,US,39.09,-94.42,26.6,58,1,14.99,clear sky
485,Syracuse,IT,37.09,15.28,66.0,68,20,4.7,few clouds
486,Asau,RO,46.43,26.4,33.01,26,89,4.56,overcast clouds
487,Tymovskoye,RU,50.85,142.66,12.67,95,100,3.29,overcast clouds
488,Linjiang,CN,41.81,126.91,19.8,80,2,3.02,clear sky
489,Wilmington,US,34.23,-77.94,72.0,83,40,14.99,scattered clouds
490,Sur,OM,22.57,59.53,75.63,55,0,8.95,clear sky
491,Temerloh,MY,3.45,102.42,77.25,89,92,0.13,overcast clouds
492,Emerald,AU,-23.53,148.17,87.8,31,0,8.05,clear sky
493,Loandjili,CG,-4.76,11.86,81.86,78,56,11.3,light rain
494,Cayenne,GF,4.93,-52.33,77.0,100,40,3.36,scattered clouds
495,Maceio,BR,-9.67,-35.74,80.6,74,40,8.05,scattered clouds
496,Sabla,NG,12.75,4.71,95.41,11,45,17.52,scattered clouds
497,Mena,UA,51.52,32.22,34.41,83,71,0.6,broken clouds
498,Marawi,PH,8.0,124.29,81.0,85,85,4.0,overcast clouds
499,Taltal,CL,-25.4,-70.48,62.17,68,66,1.9,broken clouds
500,Narrabri,AU,-30.32,149.78,82.4,39,1,17.22,clear sky
501,Quatre Cocos,MU,-20.21,57.76,82.4,69,40,14.99,shower rain
502,Vila,PT,42.03,-8.16,57.99,66,53,7.0,broken clouds
503,Komsomolskiy,UZ,40.43,71.72,37.4,69,100,6.93,haze
504,Plettenberg Bay,ZA,-34.05,23.37,66.9,68,22,13.15,few clouds
505,Isilkul,RU,54.91,71.27,-0.92,92,0,2.91,clear sky
506,Olinda,BR,-8.01,-34.86,80.6,61,75,11.41,broken clouds
507,The Valley,AI,18.22,-63.06,80.01,78,20,5.82,few clouds
508,Nouakchott,MR,18.09,-15.98,73.4,35,0,13.87,clear sky
509,Martinez,US,38.02,-122.13,46.0,54,1,2.37,clear sky
510,Murgab,TM,37.5,61.97,44.6,52,0,11.41,clear sky
511,Dawlatabad,AF,36.41,64.91,54.01,41,92,8.08,overcast clouds
512,Dicabisagan,PH,17.08,122.42,74.62,78,77,15.59,broken clouds
513,Ponta Do Sol,PT,32.67,-17.1,62.6,72,40,19.46,light rain
514,Cuamba,MZ,-14.8,36.54,94.35,28,50,3.53,scattered clouds
515,Chazuta,PE,-6.57,-76.14,74.23,84,100,0.76,overcast clouds
516,Pedernales,DO,18.04,-71.74,76.77,58,0,3.74,clear sky
517,Pleasanton,US,37.66,-121.87,48.0,74,1,1.48,clear sky
518,Melong,CM,5.12,9.96,87.82,36,45,2.71,scattered clouds
519,Padilla,CO,3.22,-76.31,66.2,100,75,4.7,moderate rain
520,Ixtapa,MX,20.7,-105.2,73.0,91,15,2.82,few clouds
521,Sola,VU,-13.88,167.55,79.3,88,100,13.78,light rain
522,Rosarito,MX,32.33,-117.03,55.99,25,5,3.87,clear sky
523,Nobres,BR,-14.72,-56.33,87.6,49,5,8.19,clear sky
524,Shestakovo,RU,56.49,103.96,12.09,94,100,5.84,light snow
525,Requena,ES,39.49,-1.1,60.01,63,36,1.99,scattered clouds
526,Soubre,CI,5.79,-6.61,91.33,54,39,1.36,scattered clouds
527,Yantal,RU,56.85,105.25,10.69,93,100,6.44,light snow
528,Pisco,PE,-13.7,-76.22,64.4,88,90,3.36,mist
529,Eden,US,36.49,-79.77,48.2,100,90,3.96,mist
530,Mancio Lima,BR,-7.61,-72.9,73.72,93,72,1.72,broken clouds
531,Richards Bay,ZA,-28.78,32.04,85.19,46,0,17.47,clear sky
532,Baymak,RU,52.59,58.32,13.17,96,36,3.51,scattered clouds
533,Nola,IT,40.92,14.53,61.0,55,5,4.0,clear sky
534,Horta,PT,38.53,-28.63,62.6,67,75,17.22,shower rain
535,Potosi,BO,-19.58,-65.75,50.79,50,96,2.95,overcast clouds
536,Angoche,MZ,-16.23,39.91,87.03,62,1,11.88,clear sky
537,Astana,KZ,51.18,71.45,-2.2,77,20,6.71,few clouds
538,Sambava,MG,-14.27,50.17,82.4,61,1,9.91,clear sky
539,Dhidhdhoo,MV,6.88,73.1,83.53,70,96,8.48,overcast clouds
540,Hauterive,FR,46.09,3.45,35.6,69,90,6.93,overcast clouds
541,Qinhuangdao,CN,39.93,119.59,29.1,79,15,3.02,few clouds
542,Palmares Do Sul,BR,-30.26,-50.51,78.87,67,25,9.15,scattered clouds
543,Yulara,AU,-25.24,130.99,93.2,26,84,9.17,broken clouds
544,High Level,CA,58.52,-117.14,3.2,91,1,4.88,clear sky
545,Senanga,ZM,-16.12,23.27,89.28,45,77,1.9,broken clouds
546,Abonnema,NG,4.71,6.79,87.8,70,75,3.36,light rain
547,Macaubas,BR,-13.02,-42.7,74.25,61,87,7.38,overcast clouds
548,Limpapa,PH,7.12,121.91,79.59,83,99,8.08,moderate rain
549,Leningradskiy,RU,69.38,178.42,1.67,91,97,8.25,overcast clouds
550,Moctezuma,MX,29.8,-109.67,46.8,49,0,8.05,clear sky
551,Sinnamary,GF,5.38,-52.95,80.38,81,69,4.72,broken clouds
552,Vagur,FO,61.47,-6.81,43.54,70,16,21.9,few clouds
553,Meadow Lake,US,34.8,-106.54,28.4,46,1,3.36,clear sky
554,Challakere,IN,14.32,76.65,75.94,67,67,12.59,broken clouds
555,Rivadavia,AR,-33.19,-68.46,68.0,56,0,5.82,clear sky
556,Snezhnogorsk,RU,69.19,33.25,30.2,86,75,6.71,broken clouds
557,Tilichiki,RU,60.47,166.1,-3.95,95,11,9.22,few clouds
558,Adjumani,UG,3.38,31.79,88.7,42,15,3.2,few clouds
559,Matagami,CA,49.75,-77.63,23.0,100,90,9.17,snow
560,Sayyan,YE,15.17,44.32,64.78,45,38,2.44,scattered clouds
561,Aswan,EG,24.09,32.91,78.08,17,0,7.45,clear sky
562,Russell,US,32.35,-85.2,50.0,76,90,12.75,overcast clouds
563,Pinhao,BR,-25.7,-51.66,71.73,85,74,5.88,light rain
564,Byron Bay,AU,-28.65,153.62,71.6,78,90,8.05,overcast clouds
565,Kerouane,GN,9.27,-9.02,91.65,34,47,5.82,scattered clouds
566,Satana,IN,20.58,74.2,81.86,50,73,4.21,broken clouds
567,Jutai,BR,-5.18,-68.9,76.64,89,94,1.7,overcast clouds
568,Epe,NG,6.58,3.98,93.34,46,45,3.78,scattered clouds
569,Burns Lake,CA,54.23,-125.75,26.6,92,91,1.12,overcast clouds
570,Yumen,CN,40.28,97.2,19.85,83,80,6.44,broken clouds
571,Maragogi,BR,-9.01,-35.22,81.03,67,5,9.73,clear sky
572,Lavrentiya,RU,65.58,-171.0,12.18,90,24,13.04,few clouds
573,Dryden,CA,49.78,-92.75,12.2,85,90,2.24,overcast clouds
574,Orsha,BY,54.52,30.41,32.0,96,90,8.95,overcast clouds
575,Fallon,US,39.47,-118.78,23.0,67,1,4.5,clear sky
576,Vilyuysk,RU,63.76,121.62,-3.6,91,100,6.69,overcast clouds
577,Ballitoville,ZA,-29.54,31.21,77.0,65,0,21.92,clear sky
578,Bone,DE,51.97,12.14,41.0,67,81,4.0,broken clouds
579,Nerchinskiy Zavod,RU,51.31,119.61,-7.85,88,0,3.36,clear sky
580,Mirnyy,RU,62.54,113.96,-2.2,77,75,15.66,light snow
581,Calabozo,VE,8.92,-67.43,75.6,87,62,5.55,broken clouds
582,Jaca,ES,42.57,-0.55,54.0,76,0,5.82,clear sky
583,Yemtsa,RU,63.07,40.33,32.16,98,100,8.3,overcast clouds
584,Kotido,UG,2.98,34.13,88.77,21,22,14.27,few clouds
585,Kurumkan,RU,54.3,110.3,3.96,85,63,2.82,broken clouds
586,Kollam,IN,8.88,76.6,89.6,62,40,3.36,scattered clouds
587,Longhua,CN,23.61,114.19,58.12,66,0,3.85,clear sky
588,Yashalta,RU,46.34,42.28,43.7,67,49,23.62,scattered clouds
589,Yerofey Pavlovich,RU,53.97,121.97,1.15,88,1,2.8,clear sky
590,Port Augusta,AU,-32.5,137.77,84.2,14,0,6.93,clear sky
591,Beringovskiy,RU,63.05,179.32,1.69,93,39,12.75,scattered clouds
592,Ocampo,MX,21.65,-101.5,46.96,91,57,5.91,broken clouds
593,Lunenburg,CA,44.38,-64.32,37.4,93,38,2.24,scattered clouds
594,Ostersund,SE,63.18,14.64,19.99,92,96,4.7,overcast clouds
595,San Martin,AR,-33.08,-68.47,68.0,56,0,5.82,clear sky
596,Puerto Suarez,BO,-18.95,-57.8,87.8,79,45,5.61,scattered clouds
597,Healesville,AU,-37.65,145.52,70.0,83,75,2.91,broken clouds
598,Kinshasa,CD,-4.32,15.32,94.15,45,62,1.01,light rain
599,Galeana,MX,24.83,-100.07,46.99,74,100,4.0,overcast clouds
600,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,23.0,100,90,6.71,light shower snow
601,Puerto Del Rosario,ES,28.5,-13.86,73.4,56,20,14.99,few clouds
602,Laguna,US,38.42,-121.42,35.6,66,1,3.6,mist
603,Gua Musang,MY,4.88,101.96,75.18,91,100,2.68,overcast clouds
604,Kapchorwa,UG,1.4,34.45,75.88,43,42,3.47,light rain
605,Pinega,RU,64.7,43.39,29.93,98,100,10.76,overcast clouds
606,Mogadishu,SO,2.04,45.34,86.0,62,20,14.99,few clouds
607,Alta Floresta,BR,-9.88,-56.09,75.15,92,100,1.48,light rain
608,Roald,NO,62.58,6.13,41.0,86,75,9.17,light rain
609,Zhovti Vody,UA,48.35,33.5,39.2,100,90,6.71,fog
610,Manali,IN,13.17,80.27,86.0,70,40,11.41,scattered clouds
611,Weihai,CN,37.5,122.11,39.13,73,91,8.19,overcast clouds
612,Iquique,CL,-20.22,-70.14,64.4,72,0,8.05,clear sky
613,Santarem,BR,-2.44,-54.71,75.2,94,40,2.24,moderate rain
614,Ocos,GT,14.51,-92.19,57.99,98,63,4.0,broken clouds
615,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,74.57,94,99,2.19,overcast clouds
616,Awjilah,LY,29.11,21.29,72.48,23,0,18.66,clear sky
617,Ulaanbaatar,MN,47.91,106.88,-18.4,68,0,2.24,clear sky
618,San Lorenzo,PY,-25.33,-57.53,71.6,94,90,9.17,moderate rain
619,Iralaya,HN,15.0,-83.23,77.07,85,61,6.62,broken clouds
620,Paulo Afonso,BR,-9.41,-38.21,83.14,49,35,10.31,scattered clouds
621,Asyut,EG,27.18,31.18,69.8,35,0,3.89,clear sky
622,Shu,KZ,43.6,73.76,18.68,94,0,6.15,clear sky
623,Kropotkin,RU,45.44,40.58,47.98,62,0,18.9,clear sky
624,Caorle,IT,45.6,12.88,50.0,56,0,1.99,clear sky
625,Savannah Bight,HN,16.45,-85.85,77.0,93,6,10.16,clear sky
626,Beloha,MG,-25.17,45.05,86.97,47,75,13.89,broken clouds
627,Mehamn,NO,71.04,27.85,33.8,74,0,31.09,clear sky
628,Orem,US,40.3,-111.69,28.99,92,1,4.7,clear sky
629,Dawson Creek,CA,55.77,-120.24,30.2,63,1,2.24,clear sky
630,Kasongo,CD,-4.45,26.67,84.29,63,5,3.67,light rain
631,Fortuna Foothills,US,32.66,-114.41,53.6,23,1,12.75,clear sky
632,Gashua,NG,12.87,11.05,94.03,10,16,11.32,few clouds
633,Labuhan,ID,-6.88,112.21,78.87,83,96,4.81,overcast clouds
634,Ypsonas,CY,34.69,32.96,64.4,77,40,4.7,scattered clouds
635,Anadyr,RU,64.75,177.48,-9.4,76,0,6.71,clear sky
636,Tigil,RU,57.8,158.67,11.34,90,100,1.88,overcast clouds
637,Elat,IL,29.56,34.95,75.2,38,0,5.82,clear sky
638,Northam,GB,51.03,-4.22,52.0,93,92,8.01,overcast clouds
639,Karasjok,NO,69.47,25.51,35.6,69,40,57.49,scattered clouds
640,Thunder Bay,CA,48.4,-89.32,17.6,72,90,4.7,light snow
641,Mudgal,IN,16.02,76.43,78.93,53,2,9.35,clear sky
642,Sinegorye,RU,62.08,150.48,-6.27,83,71,1.72,broken clouds
643,Maues,BR,-3.38,-57.72,75.42,96,100,1.03,overcast clouds
644,Nantucket,US,41.28,-70.1,50.0,87,1,8.05,clear sky
645,Urengoy,RU,65.97,78.37,11.52,95,100,11.14,overcast clouds
646,Mikhaylovka,RU,50.06,43.24,35.01,64,2,10.0,clear sky
647,Nizhniy Baskunchak,RU,48.22,46.83,36.43,75,100,19.46,overcast clouds
648,Shuyskoye,RU,59.37,41.03,29.23,96,100,10.56,overcast clouds
649,Trinidad,BO,-14.83,-64.9,80.6,83,75,5.82,broken clouds
650,Smithers,CA,54.78,-127.17,32.0,95,90,9.17,light snow
651,Berdigestyakh,RU,62.1,126.7,-8.1,90,100,5.41,overcast clouds
652,Esperance,AU,-33.87,121.9,51.8,87,75,17.22,broken clouds
653,Tefe,BR,-3.35,-64.71,77.0,94,90,5.82,overcast clouds
654,Mungwi,ZM,-10.17,31.37,77.94,52,71,4.43,broken clouds
655,Sibolga,ID,1.74,98.78,78.91,79,97,1.3,overcast clouds
656,Peniche,PT,39.36,-9.38,61.0,83,32,8.01,scattered clouds
657,Santa Maria Del Oro,MX,25.93,-105.37,40.32,64,0,7.11,clear sky
658,Nicoya,CR,10.15,-85.45,71.98,90,87,1.21,overcast clouds
659,Nelson Bay,AU,-32.72,152.15,70.0,72,90,8.05,overcast clouds
660,Greeley,US,40.42,-104.71,19.4,72,1,2.04,clear sky
661,Srednekolymsk,RU,67.45,153.68,-17.5,88,95,6.85,overcast clouds
662,Jiujiang,CN,29.73,115.98,49.5,67,4,15.57,clear sky
663,Egvekinot,RU,66.32,-179.17,2.93,83,12,9.71,few clouds
664,Road Town,VG,18.42,-64.62,78.01,73,20,5.82,few clouds
665,Saint-Georges,GD,12.06,-61.75,80.6,88,40,17.22,scattered clouds
666,Xam Nua,LA,20.42,104.04,55.56,80,70,2.66,broken clouds
667,Kearney,US,40.7,-99.08,14.0,78,1,6.93,clear sky
668,Arrecife,ES,28.96,-13.55,71.6,68,40,14.99,scattered clouds
669,Thinadhoo,MV,0.53,72.93,82.99,64,95,7.23,overcast clouds
670,Belomorsk,RU,64.52,34.77,32.94,95,94,8.34,overcast clouds
671,Shelburne,CA,44.08,-80.2,35.6,96,75,4.16,broken clouds
672,Krasnoborsk,RU,61.56,45.93,33.08,93,99,8.95,overcast clouds
673,Noyabrsk,RU,63.2,75.45,11.1,95,100,12.62,overcast clouds
674,Auerbach,DE,50.52,12.4,35.01,70,16,5.01,few clouds
675,Bakal,RU,54.94,58.81,14.76,94,0,0.83,clear sky
676,Correntina,BR,-13.34,-44.64,76.77,59,76,5.79,broken clouds
677,Vung Tau,VN,10.35,107.08,79.86,81,100,17.78,overcast clouds
678,Karpathos,GR,35.51,27.21,68.0,68,40,10.29,light rain
679,Touros,BR,-5.2,-35.46,80.6,78,75,8.05,broken clouds
680,Iqaluit,CA,63.75,-68.51,-9.4,76,75,23.04,broken clouds
681,Melfi,IT,41.0,15.65,53.6,93,90,3.36,fog
682,Kumluca,TR,36.37,30.29,61.02,63,100,3.47,overcast clouds
683,Itaituba,BR,-4.28,-55.98,73.4,94,90,2.3,light rain
684,Grandview,US,38.89,-94.53,26.6,58,1,14.99,clear sky
685,Port Hedland,AU,-20.32,118.57,86.0,62,0,14.99,clear sky
686,Machico,PT,32.7,-16.77,62.6,72,40,19.46,light rain
687,Manzhouli,CN,49.6,117.43,2.21,89,1,8.84,clear sky
688,Tautira,PF,-17.73,-149.15,77.0,78,75,2.24,light rain
689,Kem,RU,64.96,34.58,31.87,97,97,11.1,overcast clouds
690,Vao,NC,-22.67,167.48,73.6,60,0,8.19,clear sky
691,Naze,JP,28.37,129.48,66.2,63,75,19.46,broken clouds
692,Iskateley,RU,67.68,53.15,22.48,96,100,18.72,overcast clouds
693,Yar-Sale,RU,66.83,70.83,17.08,95,100,13.91,overcast clouds
694,Nyaunglebin,MM,17.95,96.73,76.8,74,34,4.68,scattered clouds
695,Manado,ID,1.49,124.85,80.6,88,40,2.24,scattered clouds
696,Along,IN,28.17,94.77,60.3,51,0,2.37,clear sky
697,Vaasa,FI,63.1,21.62,30.99,86,0,9.17,clear sky
698,Ossora,RU,59.24,163.07,17.83,94,99,5.75,overcast clouds
699,Catarman,PH,12.5,124.64,79.43,87,96,17.22,overcast clouds
700,Tyukalinsk,RU,55.87,72.2,-0.99,92,0,3.04,clear sky
701,Serik,TR,36.92,31.1,53.6,87,75,6.93,light intensity shower rain
702,Bolu,TR,40.67,31.58,51.75,42,99,3.62,overcast clouds
703,Paraiso,CR,9.84,-83.87,68.0,88,0,4.7,clear sky
704,Akyab,MM,20.15,92.9,78.46,73,16,10.65,few clouds
705,Sire,NG,12.93,5.2,94.77,10,23,16.93,few clouds
706,Beidao,CN,34.57,105.89,37.45,78,100,4.27,overcast clouds
707,Atherton,GB,53.52,-2.49,50.0,87,100,5.01,overcast clouds
708,Uri,IN,34.08,74.03,51.37,46,24,3.67,few clouds
709,Kouroussa,GN,10.65,-9.88,95.72,27,29,2.82,scattered clouds
710,Dzhebariki-Khaya,RU,62.22,135.8,-22.88,86,100,1.61,overcast clouds
711,Miraflores,MX,19.22,-98.81,55.4,71,90,5.82,light rain
712,Jeremie,HT,18.65,-74.12,76.41,74,0,2.08,clear sky
713,Cuenca,EC,-2.88,-78.98,55.4,93,100,3.36,light rain
714,Netivot,IL,31.42,34.59,70.0,52,0,3.0,clear sky
715,Smidovich,RU,48.6,133.82,13.73,83,100,10.65,overcast clouds
716,Zheleznodorozhnyy,RU,55.75,38.0,34.0,98,90,13.42,light snow
717,Grozesti,RO,44.65,23.32,37.4,93,90,4.7,overcast clouds
718,Havre-Saint-Pierre,CA,50.23,-63.6,14.0,85,75,3.36,broken clouds
719,Farmington,US,36.73,-108.22,24.8,58,1,8.05,clear sky
720,Broken Hill,AU,-31.95,141.43,87.8,18,0,3.36,clear sky
721,Amuntai,ID,-2.42,115.25,75.22,95,100,1.01,light rain
